databaseId	name	imageUrl	cardBack	type	gold	set	number	rarity	text	lore	strength	strengthModifier	loadGroupId
02Kingdom_K218	The Gambler	wyvern/02kingdom/Wyvern-02Kingdom-TheGambler.jpg	default	Action	0	02Kingdom	218	Rare-2	Guess whether you will discover a terrain or dragon when you attack a face down card this turn.  If you are right get two gold from the gold mine.  If you are wrong pay two gold to the gold mine.				playerNTreasureHorde
02Kingdom_K219	Feast	wyvern/02kingdom/Wyvern-02Kingdom-Feast.jpg	default	Treasure	2	02Kingdom	219	Rare-1	All dragons of 4 or more base strength lose two strength for as long as the feast is in play.	Big Dragons tend to eat too much.			playerNTreasureHorde
02Kingdom_K220	Growth Spurt	wyvern/02kingdom/Wyvern-02Kingdom-GrowthSpurt.jpg	default	Treasure	1	02Kingdom	220	Rare-1	All dragons of 2 or less base strength gain +2 strength as long as Growth Spurt is in play.				playerNTreasureHorde
02Kingdom_K221	Treasure Thief	wyvern/02kingdom/Wyvern-02Kingdom-TreasureThief.jpg	default	Action	2	02Kingdom	221	Common-1	Treasure Thief removes all treasures from play.				playerNTreasureHorde
02Kingdom_K222	Underground Avalanche	wyvern/02kingdom/Wyvern-02Kingdom-UndergroundAvalanche.jpg	default	Terrain	2	02Kingdom	222	Uncommon-1	STRENGTH MODIFIER: -2 Applies only to subterranean dragons.			-2	playerNTreasureHorde
02Kingdom_K223	Place Your Bets	wyvern/02kingdom/Wyvern-02Kingdom-PlaceYourBets.jpg	default	Battle Action	0	02Kingdom	223	Rare-2	You are betting one of your gold pieces that you will win this battle.  Opponent must see your bet of one gold piece or concede the battle.  Winner gets both gold pieces.				playerNTreasureHorde
02Kingdom_K224	All Bets Are Off	wyvern/02kingdom/Wyvern-02Kingdom-AllBetsAreOff.jpg	default	Battle Action	0	02Kingdom	224	Rare-2	No gold can be gained or lost as a result of this battle.  This includes gold from treasures, action cards, and dragon abilities.				playerNTreasureHorde
02Kingdom_K225	Gold Thief	wyvern/02kingdom/Wyvern-02Kingdom-GoldThief.jpg	default	Action	0	02Kingdom	225	Common-2	Take one gold piece from any player's gold pile.				playerNTreasureHorde
02Kingdom_K226	Catch a Thief	wyvern/02kingdom/Wyvern-02Kingdom-CatchAThief.jpg	default	Reaction	0	02Kingdom	226	Common-1	Counters the play of Gold Thief card and gives you one gold piece from opponent's gold pile.  Also counters the play of a Treasure Thief.				playerNTreasureHorde
02Kingdom_K227	Gold Shortage	wyvern/02kingdom/Wyvern-02Kingdom-GoldShortage.jpg	default	Action	0	02Kingdom	227	Common-2	All players take two gold pieces from their gold piles and put them in the gold mine.				playerNTreasureHorde
02Kingdom_K228	Gold Find	wyvern/02kingdom/Wyvern-02Kingdom-GoldFind.jpg	default	Action	0	02Kingdom	228	Common-2	All players take two gold pieces from the gold mine.				playerNTreasureHorde
02Kingdom_K229	Steal Strength	wyvern/02kingdom/Wyvern-02Kingdom-StealStrength.jpg	default	Battle Reaction	1	02Kingdom	229	Rare-2	Play in response to a battle action card with the words STRENGTH MODIFIER on it.  You can place the battle action card on a dragon of your choice in this battle.				playerNTreasureHorde
02Kingdom_K230	Archers	wyvern/02kingdom/Wyvern-02Kingdom-Archers.jpg	default	Battle Action	0	02Kingdom	230	Rare-2	STRENGTH MODIFIER: +2 Archers can only be used when defending.  Cannot be played on flying or subterranean dragons.			+2	playerNTreasureHorde
02Kingdom_K231	Giant Ants	wyvern/02kingdom/Wyvern-02Kingdom-GiantAnts.jpg	default	Battle Action	0	02Kingdom	231	Rare-2	STRENGTH MODIFIER: +2 Giant Ants can only be used by subterranean dragons.			+2	playerNTreasureHorde
02Kingdom_K232	Ravens	wyvern/02kingdom/Wyvern-02Kingdom-Ravens.jpg	default	Battle Action	0	02Kingdom	232	Rare-2	STRENGTH MODIFIER: +2 Ravens can only be used by flying dragons.			+2	playerNTreasureHorde
02Kingdom_K233	Fog	wyvern/02kingdom/Wyvern-02Kingdom-Fog.jpg	default	Battle Action	0	02Kingdom	233	Rare-2	No Archers can be used in this battle.				playerNTreasureHorde
02Kingdom_K234	Giant Anteater	wyvern/02kingdom/Wyvern-02Kingdom-GiantAnteater.jpg	default	Battle Action	0	02Kingdom	234	Rare-2	No Giant Ants can be used in this battle.				playerNTreasureHorde
02Kingdom_K235	Hawks	wyvern/02kingdom/Wyvern-02Kingdom-Hawks.jpg	default	Battle Action	0	02Kingdom	235	Rare-2	No Ravens can be used in this battle.				playerNTreasureHorde
02Kingdom_K236	Frozen Assets	wyvern/02kingdom/Wyvern-02Kingdom-FrozenAssets.jpg	default	Action	3	02Kingdom	236	Rare-2	Player of your choice cannot spend any more gold on action or battle action cards this turn.				playerNTreasureHorde
02Kingdom_K237	Lightning	wyvern/02kingdom/Wyvern-02Kingdom-Lightning.jpg	default	Action	0	02Kingdom	237	Common-1	This dragon is now a flying dragon as long as Lightning is on the dragon.  Lightning is discarded if the dragon is turned face down.				playerNTreasureHorde
02Kingdom_K238	Help from Beyond	wyvern/02kingdom/Wyvern-02Kingdom-HelpFromBeyond.jpg	default	Battle Action	1	02Kingdom	238	Rare-2	Both players add top card from their dragon lair draw pile to battle.  Dragons must be paid for and their strength added.  If terrain affects opponent's dragon, terrain owner gets any gold on terrain card.  All cards drawn are discarded after battle.				playerNTreasureHorde
02Kingdom_K239	Invisibility	wyvern/02kingdom/Wyvern-02Kingdom-Invisibility.jpg	default	Action	0	02Kingdom	239	Rare-2	All cards starting battle face down stay face down and all battle action cards are played face down.  After all cards are played they are revealed in the order played.  All battle action cards must be paid for even if a terrain card was discovered.				playerNTreasureHorde
02Kingdom_K240	Ambrosia	wyvern/02kingdom/Wyvern-02Kingdom-Ambrosia.jpg	default	Action	0	02Kingdom	240	Common	You may play as many treasures as you want during your action phases this turn.	Ambrosia is the food of the Gods.			playerNTreasureHorde
02Kingdom_K241	Pan	wyvern/02kingdom/Wyvern-02Kingdom-Pan.jpg	default	Action	0	02Kingdom	241	Uncommon	Opponent must show you his hand and lose one gold for each dragon slayer action card in his hand that he doesn't discard.	Pan fills men with fears.			playerNTreasureHorde
02Kingdom_K242	Adonis	wyvern/02kingdom/Wyvern-02Kingdom-Adonis.jpg	default	Action	2	02Kingdom	242	Common	Place Adonis on a face up scout.  This dragon is no longer a scout, and loses all special abilities as long as Adonis is on the dragon.  Discard Adonis if the dragon is turned face down.	Adonis was a handsome young man who was killed by a wild boar.			playerNTreasureHorde
02Kingdom_K243	Minotaur	wyvern/02kingdom/Wyvern-02Kingdom-Minotaur.jpg	default	Battle Action	1	02Kingdom	243	Common	STRENGTH MODIFIER: +4 Can only be played on dragons with a base strength of 2 or less.			+4	playerNTreasureHorde
02Kingdom_K244	Medusa	wyvern/02kingdom/Wyvern-02Kingdom-Medusa.jpg	default	Action	0	02Kingdom	244	Uncommon	A player of your choice cannot move any cards in the movement phase of his next turn.	If you look at Medusa you turn to stone.			playerNTreasureHorde
02Kingdom_K245	Chronos	wyvern/02kingdom/Wyvern-02Kingdom-Chronos.jpg	default	Treasure	2	02Kingdom	245	Uncommon	You go first in all action and battle action phases as long as Chronos is in play.				playerNTreasureHorde
02Kingdom_K246	Atlantis	wyvern/02kingdom/Wyvern-02Kingdom-Atlantis.jpg	default	Treasure	2	02Kingdom	246	Uncommon	Draw Phase: You may draw card from your dragon lair draw pile and place it under Atlantis.  Battle Phase: If you discard from your battlefield you may replace with a card from Atlantis.  If Atlantis is removed from play, all cards under it are discarded.				playerNTreasureHorde
02Kingdom_K247	Avalon	wyvern/02kingdom/Wyvern-02Kingdom-Avalon.jpg	default	Action	4	02Kingdom	247	Uncommon	Place Avalon face up in a vacant battlefield position.  Immediately place the top card from your dragon lair draw pile face down on top of Avalon.  You may not voluntarily replace the card that is on Avalon.  When the card is destroyed, Avalon is discarded.				playerNTreasureHorde
02Kingdom_K248	Banshee	wyvern/02kingdom/Wyvern-02Kingdom-Banshee.jpg	default	Battle Action	0	02Kingdom	248	Common	The winner of this battle loses one gold and gets no draw phase next turn.	The Banshee is a spirit that can be heard wailing at the death of a family member to whom it is attached.			playerNTreasureHorde
02Kingdom_K249	Camelot	wyvern/02kingdom/Wyvern-02Kingdom-Camelot.jpg	default	Terrain	2	02Kingdom	249	Common	Dragon can not be turned face down while in Camelot.	Camelot is the home of King Arthur's Court.			playerNTreasureHorde
02Kingdom_K250	Cyclops	wyvern/02kingdom/Wyvern-02Kingdom-Cyclops.jpg	default	Battle Action	1	02Kingdom	250	Common	All dragons helping one side of this battle run away and are no longer in this battle.				playerNTreasureHorde
02Kingdom_K251	Dwarf King	wyvern/02kingdom/Wyvern-02Kingdom-DwarfKing.jpg	default	Treasure	1	02Kingdom	251	Common	You do not have to show your hand to any player and all actions that require this are countered.				playerNTreasureHorde
02Kingdom_K252	Fortuna	wyvern/02kingdom/Wyvern-02Kingdom-Fortuna.jpg	default	Battle Action	0	02Kingdom	252	Uncommon	Any strength modifier played during this battle by any player cannot be stopped by a battle action or reaction card.	Fortuna is the Roman Goddess of good luck.			playerNTreasureHorde
02Kingdom_K253	Dragon On Strike	wyvern/02kingdom/Wyvern-02Kingdom-DragonOnStrike.jpg	default	Action	1	02Kingdom	253	Uncommon	Play on a face up dragon.  Dragon's owner must immediately pay two gold to the gold mine or replace the dragon with the top card from his dragon lair draw pile.				playerNTreasureHorde
02Kingdom_K254	Bribery	wyvern/02kingdom/Wyvern-02Kingdom-Bribery.jpg	default	Action	1	02Kingdom	254	Uncommon	Play Bribery on a face up dragon.  This dragon may not attack during this turn.				playerNTreasureHorde
02Kingdom_K255	Sir Galahad	wyvern/02kingdom/Wyvern-02Kingdom-SirGalahad.jpg	default	Dragon Slayer Action	2	02Kingdom	255	Common	Kills any dragon of 4 or more strength.	Galahad is destined to find the Holy Grail.			playerNTreasureHorde
02Kingdom_K256	Gram	wyvern/02kingdom/Wyvern-02Kingdom-Gram.jpg	default	Battle Action	1	02Kingdom	256	Uncommon	The dragon that wins this battle loses 2 strength.  This takes effect after battle for the rest of the game.	Sigurd's sword was forged for him out of fragments of his father's sword.			playerNTreasureHorde
02Kingdom_K257	Hypnos	wyvern/02kingdom/Wyvern-02Kingdom-Hypnos.jpg	default	Battle Action	3	02Kingdom	257	Uncommon	You can force any face up dragon to help on either side of this battle.  Dragon can't already be in the battle.	Hypnos is the god of sleep.			playerNTreasureHorde
02Kingdom_K258	Ida	wyvern/02kingdom/Wyvern-02Kingdom-Ida.jpg	default	Terrain	2	02Kingdom	258	Common	Dragon loses all special abilities.	Ida is the mountain in Asai Minor on which Paris gave his fatal judgement, and the highest mountain in Crete where Zeus was reared.			playerNTreasureHorde
02Kingdom_K259	Labyrinth	wyvern/02kingdom/Wyvern-02Kingdom-Labyrinth.jpg	default	Terrain	2	02Kingdom	259	Common	The dragon in the Labyrinth can not be replaced by choice.  The dragon can only be replaced if the owner can't legally do anything else.	Daedalus built the Labyrinth for Minos, King of Crete, as a prison for the Minotaur.			playerNTreasureHorde
02Kingdom_K260	Merlin	wyvern/02kingdom/Wyvern-02Kingdom-Merlin.jpg	default	Action	0	02Kingdom	260	Uncommon	Move any card on a face up dragon in either battlefield to any other face up dragon.	Merlin is a magician in King Arthur's Court.			playerNTreasureHorde
02Kingdom_K261	Midas	wyvern/02kingdom/Wyvern-02Kingdom-Midas.jpg	default	Action	0	02Kingdom	261	Uncommon	Discard any dragon from your battlefield and get gold from the gold mine equal to the discarded dragon's strength plus gold symbols.  The dragon is not replaced.	Midas is a King of Phrygia with the famous 'Midas Touch.'			playerNTreasureHorde
02Kingdom_K262	Sirens	wyvern/02kingdom/Wyvern-02Kingdom-Sirens.jpg	default	Action	1	02Kingdom	262	Common	Play during opponent's turn.  Opponent must attack with a face down dragon if possible.  If he can't attack with a face down dragon, he must replace a card in his battle phase.	Sirens live on an island near Scylla and Charybis and lure men to their death with melodious song.			playerNTreasureHorde
02Kingdom_K263	Tor	wyvern/02kingdom/Wyvern-02Kingdom-Tor.jpg	default	Battle Action	0	02Kingdom	263	Uncommon	Treasure of your choice has no effect during this battle.	Tor is a Knight of King Arthur's Round Table.			playerNTreasureHorde
02Kingdom_K264	Valhalla	wyvern/02kingdom/Wyvern-02Kingdom-Valhalla.jpg	default	Treasure	0	02Kingdom	264	Uncommon	Any dragon slayer played by any player costs zero gold to play as long as Valhalla is in play.	Valhalla is the great feasting hall of the castle Gladsheim in Asgard.			playerNTreasureHorde
02Kingdom_K265	Wandering Rocks	wyvern/02kingdom/Wyvern-02Kingdom-WanderingRocks.jpg	default	Terrain	1	02Kingdom	265	Common	STRENGTH MODIFIER: -1 Wandering Rocks owner can move Wandering Rocks to another face up dragon as an action.	Wandering Rocks were at the entrance to the Hellespont and clashed together when a ship tried to pass between them.		-1	playerNTreasureHorde
02Kingdom_K266	Cricket	wyvern/02kingdom/Wyvern-02Kingdom-Cricket.jpg	default	Battle Action	0	02Kingdom	266	Common	STRENGTH MODIFIER: +3 Can only be played on a dragon with a base strength of 2 or less.			+3	playerNTreasureHorde
02Kingdom_K267	Celestial Charger	wyvern/02kingdom/Wyvern-02Kingdom-CelestialCharger.jpg	default	Battle Action	2	02Kingdom	267	Common	STRENGTH MODIFIER: +5 Can only be played on a dragon with a base strength of 2 or less.			+5	playerNTreasureHorde
02Kingdom_K268	Panther	wyvern/02kingdom/Wyvern-02Kingdom-Panther.jpg	default	Battle Action	4	02Kingdom	268	Rare	STRENGTH MODIFIER: +5			+5	playerNTreasureHorde
02Kingdom_K269	Puk	wyvern/02kingdom/Wyvern-02Kingdom-Puk.jpg	default	Reaction	0	02Kingdom	269	Common	Counters any attempt to destroy or remove a treasure from your battlefield.  When used against a Pick a Treasure attempt the Pick a Treasure is discarded.	Puk is a Baltic Dragon who brings Treasures to the household he is protecting.			playerNTreasureHorde
02Kingdom_K270	Roc	wyvern/02kingdom/Wyvern-02Kingdom-Roc.jpg	default	Battle Action	0	02Kingdom	270	Uncommon	The dragon that wins this battle loses one strength for each gold piece you pay to the gold mine.	Roc is an Arabian storm bird who feeds elephants to his young.			playerNTreasureHorde
02Kingdom_K271	Golden Dragon	wyvern/02kingdom/Wyvern-02Kingdom-GoldenDragon.jpg	default	Dragon	2	02Kingdom	271	Common	STRENGTH: 2 When Golden Dragon wins a battle, you get gold equal to the base strength of the dragon(s) defeated.	The Golden Dragon is the Chinese Dragon King.	2		playerNDragonLair
02Kingdom_K272	Tatsu	wyvern/02kingdom/Wyvern-02Kingdom-Tatsu.jpg	default	Dragon	1	02Kingdom	272	Common	STRENGTH: 0 SCOUT When Tatsu loses a battle you can put a -1 strength counter on any face up dragon.	In Japanese myth, Tatsu is the sign in the Zodiac we know as Leo.	0		playerNDragonLair
02Kingdom_K273	Ri-Riu	wyvern/02kingdom/Wyvern-02Kingdom-RiRiu.jpg	default	Dragon	1	02Kingdom	273	Common	STRENGTH: 0 SCOUT SUPER FLYER Ri-Riu can attack any card.	Ri-Riu can see more than a mile.	0		playerNDragonLair
02Kingdom_K274	Nergal	wyvern/02kingdom/Wyvern-02Kingdom-Nergal.jpg	default	Dragon	1	02Kingdom	274	Common	STRENGTH: 2 When Nergal wins a battle, you can put a +1 strength counter on any face up dragon.	Nergal is a Babylonian Dragon.	2		playerNDragonLair
02Kingdom_K275	Earthly Naga	wyvern/02kingdom/Wyvern-02Kingdom-EarthlyNaga.jpg	default	Dragon	2	02Kingdom	275	Uncommon	STRENGTH: 0 Earthly Naga gains +1 strength for each terrain card on him.  Ignore all other effects of terrain card except gold symbols.	Earthly Naga is the Indian Dragon that clears out rivers.	0		playerNDragonLair
02Kingdom_K276	Dragon of Exe Valley	wyvern/02kingdom/Wyvern-02Kingdom-DragonOfExeValley.jpg	default	Dragon	2	02Kingdom	276	Uncommon	STRENGTH: 1 FLYING When attacking, Dragon of Exe Valley's strength is the number of treasures in play on both sides.	This is an English Dragon who flies across Exe Valley every night to guard Treasure Hordes at Cadbury Castle and Dolbury Hill.	1		playerNDragonLair
02Kingdom_K277	Green Dragon	wyvern/02kingdom/Wyvern-02Kingdom-GreenDragon.jpg	default	Dragon	1	02Kingdom	277	Common	STRENGTH: 1 When Green Dragon loses a battle winning dragon loses any special abilities for the rest of the game.	Green Dragon is a Chinese Dragon in Feng-shui myth.	1		playerNDragonLair
03Phoenix_p01	Ambrosia	wyvern/03phoenix/Wyvern-03Phoenix-Ambrosia.jpg	default	Action	0	03Phoenix	1	Common	You may play as many treasures as you want during your action phases this turn.	Ambrosia is the food of the Gods.			playerNTreasureHorde
03Phoenix_p02	Nectar	wyvern/03phoenix/Wyvern-03Phoenix-Nectar.jpg	default	Treasure	4	03Phoenix	2	Uncommon	Draw one extra card during each of your draw phases.	Nectar is the drink of the Gods.			playerNTreasureHorde
03Phoenix_p03	Tortoise	wyvern/03phoenix/Wyvern-03Phoenix-Tortoise.jpg	default	Hidden Action	0	03Phoenix	3	Common	Place face down under one of your face down dragons.  The dragon gains +1 strength when defending as long as the Tortoise is on the dragon.  Can't use on flyers or subterranean dragons.	In Chinese mythology, the Tortoise could not be killed by Dragons and could not kill Dragons.			playerNTreasureHorde
03Phoenix_p04	Crocodile	wyvern/03phoenix/Wyvern-03Phoenix-Crocodile.jpg	default	Dragon	1	03Phoenix	4	Common	STRENGTH: 2 If Crocodile loses battle, winning dragon cannot be turned face down for rest of game.	In many cultures Crocodiles are treated as Dragons.	2		playerNDragonLair
03Phoenix_p05	Elephants	wyvern/03phoenix/Wyvern-03Phoenix-Elephants.jpg	default	Hidden Action	0	03Phoenix	5	Uncommon	Place  face down and sideways under an opponent's face down card.  If it is under a dragon, the dragon loses 1 strength when attacking as long as Elephants are on the dragon.  Discard the Elephants if under a terrain card.	Elephants crush Dragons as they fall.			playerNTreasureHorde
03Phoenix_p06	Pan	wyvern/03phoenix/Wyvern-03Phoenix-Pan.jpg	default	Action	0	03Phoenix	6	Uncommon	Opponent must show you his hand and lose one gold for each dragon slayer action card in his hand that he doesn't discard.	Pan fills men with fears.			playerNTreasureHorde
03Phoenix_p07	Achilles	wyvern/03phoenix/Wyvern-03Phoenix-Achilles.jpg	default	Hidden Action	0	03Phoenix	7	Uncommon	Place face down and sideways under an opponent's face down card.  If it is under a dragon, that dragon loses 1 strength when defending as long as Achilles is on the dragon.  Discard Achilles if under a terrain card.	Achilles was a Greek hero who was killed when Paris shot him in the heel with a poisoned arrow.			playerNTreasureHorde
03Phoenix_p08	Adonis	wyvern/03phoenix/Wyvern-03Phoenix-Adonis.jpg	default	Action	2	03Phoenix	8	Common	Place Adonis on a face up scout.  This dragon is no longer a scout, and loses all special abilities as long as Adonis is on the dragon.  Discard Adonis if the dragon is turned face down.	Adonis was a handsome young man who was killed by a wild boar.			playerNTreasureHorde
03Phoenix_p09	Agravain	wyvern/03phoenix/Wyvern-03Phoenix-Agravain.jpg	default	Hidden Action	0	03Phoenix	9	Uncommon	Place face down and sideways under an opponent's face down card.  If it is under a dragon, that dragon may not be turned face down as long as Agravain is on the dragon.  Discard Agravain if under a terrain card.	A lesser Knight of the Roudn Table who did not like Lancelot.			playerNTreasureHorde
03Phoenix_p10	Ajax	wyvern/03phoenix/Wyvern-03Phoenix-Ajax.jpg	default	Reaction	0	03Phoenix	10	Common	Ajax counters the play of any intercept action.	Ajax is a giant Greek warrior who fought in the Trojan war.			playerNTreasureHorde
03Phoenix_p11	Amazons	wyvern/03phoenix/Wyvern-03Phoenix-Amazons.jpg	default	Hidden Action	0	03Phoenix	11	Uncommon	Place face down and sideways under an opponent's face down card.  If it is under terrain, the Amazons add +2 strength modifier to that terrain.  Discard Amazons if under a dragon.				playerNTreasureHorde
03Phoenix_p12	Hippolyte	wyvern/03phoenix/Wyvern-03Phoenix-Hippolyte.jpg	default	Hidden Action	0	03Phoenix	12	Uncommon	Place face down and sideways under an opponent's face down card.  If it is under terrain, the terrain owner gets two gold less from this terrain.  Discard Hippolyte if under a dragon.				playerNTreasureHorde
03Phoenix_p13	Minotaur	wyvern/03phoenix/Wyvern-03Phoenix-Minotaur.jpg	default	Battle Action	1	03Phoenix	13	Common	STRENGTH MODIFIER: +4 Can only be played on dragons with a base strength of 2 or less.			+4	playerNTreasureHorde
03Phoenix_p14	Medusa	wyvern/03phoenix/Wyvern-03Phoenix-Medusa.jpg	default	Action	0	03Phoenix	14	Uncommon	A player of your choice cannot move any cards in the movement phase of his next turn.	If you look at Medusa you turn to stone.			playerNTreasureHorde
03Phoenix_p15	Echo	wyvern/03phoenix/Wyvern-03Phoenix-Echo.jpg	default	Hidden Action	0	03Phoenix	15	Common	Place face down under one of your terrains.  If terrain applies to a dragon attacking it, you get two gold pieces in addition to any pieces already on the terrain card.	Echo is forbidden to speak anything but the last syllable of the previous speaker.			playerNTreasureHorde
03Phoenix_p16	Chronos	wyvern/03phoenix/Wyvern-03Phoenix-Chronos.jpg	default	Treasure	2	03Phoenix	16	Uncommon	You go first in all action and battle phases as long as Chronos is in play.				playerNTreasureHorde
03Phoenix_p17	Poseidon	wyvern/03phoenix/Wyvern-03Phoenix-Poseidon.jpg	default	Hidden Action	0	03Phoenix	17	Common	Place face down under one of your terrain cards.  Poseidon adds another -2 strength modifier to the terrain.	Poseidon is the god of the sea.			playerNTreasureHorde
03Phoenix_p18	Atlantis	wyvern/03phoenix/Wyvern-03Phoenix-Atlantis.jpg	default	Treasure	0	03Phoenix	18	Uncommon	Draw Phase: You may draw card from your dragon lair draw pile and place it under Atlantis.  Battle Phase: If you discard from your battlefield you may replace with a card from Atlantis.  If Atlantis is removed from play, all cards under it are discarded.				playerNTreasureHorde
03Phoenix_p19	Atlas	wyvern/03phoenix/Wyvern-03Phoenix-Atlas.jpg	default	Battle Reaction	0	03Phoenix	19	Uncommon	Battle action or intercept action just played is countered unless owner pays two gold to the gold mine.				playerNTreasureHorde
03Phoenix_p20	Avalon	wyvern/03phoenix/Wyvern-03Phoenix-Avalon.jpg	default	Action	4	03Phoenix	20	Uncommon	Place Avalon face up in a vacant battlefield position.  Immediately place the top card from your dragon lair draw pile face down on top of Avalon.  You may not voluntarily replace the card that is on Avalon.  When the card is destroyed, Avalon is discarded.				playerNTreasureHorde
03Phoenix_p21	Banshee	wyvern/03phoenix/Wyvern-03Phoenix-Banshee.jpg	default	Battle Action	0	03Phoenix	21	Common	The winner of this battle loses one gold and gets no draw phase next turn.	The Banshee is a spirit that can be heard wailing at the death of a family member to whom it is attached.			playerNTreasureHorde
03Phoenix_p22	Bifrost	wyvern/03phoenix/Wyvern-03Phoenix-Bifrost.jpg	default	Treasure	1	03Phoenix	22	Uncommon	All flying dragons in this row are now super flyers and can attack any card in the battlefield.	The Bifrost is the Rainbow Bridge from Norse mythology that spans the air from Earth to Asgard, the home of the Gods.			playerNTreasureHorde
03Phoenix_p23	Calypso	wyvern/03phoenix/Wyvern-03Phoenix-Calypso.jpg	default	Reaction	0	03Phoenix	23	Uncommon	Action, reaction, or dragon slayer action is countered unless owner pays two gold to the goldmine.				playerNTreasureHorde
03Phoenix_p24	Camelot	wyvern/03phoenix/Wyvern-03Phoenix-Camelot.jpg	default	Terrain	2	03Phoenix	24	Common	Dragon can not be turned face down while in Camelot.	Camelot is the home of King Arthur's Court.			playerNTreasureHorde
03Phoenix_p25	Centaurs	wyvern/03phoenix/Wyvern-03Phoenix-Centaurs.jpg	default	Action	1	03Phoenix	25	Common	Opponent pays one gold to the gold mine for each treasure he has in play.  Any treasure not paid for is removed from play.				playerNTreasureHorde
03Phoenix_p26	Blinding Light	wyvern/03phoenix/Wyvern-03Phoenix-BlindingLight.jpg	default	Hidden Action	0	03Phoenix	26	Common	Place face down under one of your terrain cards.  If a scout destroys the terrain card, the scout loses the ability to scout and any other special ability on the card.				playerNTreasureHorde
03Phoenix_p27	Cyclops	wyvern/03phoenix/Wyvern-03Phoenix-Cyclops.jpg	default	Battle Action	1	03Phoenix	27	Common	All dragons helping one side of this battle run away and are no longer in this battle.				playerNTreasureHorde
03Phoenix_p28	Dwarf King	wyvern/03phoenix/Wyvern-03Phoenix-DwarfKing.jpg	default	Treasure	1	03Phoenix	28	Common	You do not have to show your hand to any player and all actions that require this are countered.				playerNTreasureHorde
03Phoenix_p29	Fortuna	wyvern/03phoenix/Wyvern-03Phoenix-Fortuna.jpg	default	Battle Action	0	03Phoenix	29	Uncommon	Any strength modifier played during this battle by any player cannot be stopped by a battle action or reaction card.	Fortuna is the Roman Goddess of good luck.			playerNTreasureHorde
03Phoenix_p30	Inflation	wyvern/03phoenix/Wyvern-03Phoenix-Inflation.jpg	default	Treasure	0	03Phoenix	30	Uncommon	All dragons cost one more gold as long as Inflation is in play.				playerNTreasureHorde
03Phoenix_p31	Dragon On Strike	wyvern/03phoenix/Wyvern-03Phoenix-DragonOnStrike.jpg	default	Action	1	03Phoenix	31	Uncommon	Play on a face up dragon.  Dragon's owner must immediately pay two gold to the gold mine or replace the dragon with the top card from his dragon lair draw pile.				playerNTreasureHorde
03Phoenix_p32	Bribery	wyvern/03phoenix/Wyvern-03Phoenix-Bribery.jpg	default	Action	1	03Phoenix	32	Uncommon	Play Bribery on a face up dragon.  This dragon may not attack during this turn.				playerNTreasureHorde
03Phoenix_p33	Price Hike	wyvern/03phoenix/Wyvern-03Phoenix-PriceHike.jpg	default	Treasure	0	03Phoenix	33	Uncommon	All cards from players' hands cost one more gold while price hike is in play.				playerNTreasureHorde
03Phoenix_p34	Sale	wyvern/03phoenix/Wyvern-03Phoenix-Sale.jpg	default	Treasure	0	03Phoenix	34	Uncommon	All cards played from players' hands cost one less gold as long as sale is in play.				playerNTreasureHorde
03Phoenix_p35	Frey	wyvern/03phoenix/Wyvern-03Phoenix-Frey.jpg	default	Treasure	0	03Phoenix	35	Uncommon	In each player's draw phase, the player draws until he has eight cards in his hand.	Frey is the Norse God of fruitfulness and the protector of marriage.			playerNTreasureHorde
03Phoenix_p36	Sir Galahad	wyvern/03phoenix/Wyvern-03Phoenix-SirGalahad.jpg	default	Dragon Slayer Action	2	03Phoenix	36	Common	Kills any dragon of 4 or more strength.	Galahad is destined to find the Holy Grail.			playerNTreasureHorde
03Phoenix_p37	Gram	wyvern/03phoenix/Wyvern-03Phoenix-Gram.jpg	default	Battle Action	1	03Phoenix	37	Uncommon	The dragon that wins this battle loses 2 strength.  This takes effect after battle for the rest of the game.	Sigurd's sword was forged for him out of fragments of his father's sword.			playerNTreasureHorde
03Phoenix_p38	Harpies	wyvern/03phoenix/Wyvern-03Phoenix-Harpies.jpg	default	Hidden Action	0	03Phoenix	38	Common	Play Harpies face down under one of your face down flying dragons.  Dragon gains +1 strength when attacking as long as Harpies are on the dragon.				playerNTreasureHorde
03Phoenix_p39	Hypnos	wyvern/03phoenix/Wyvern-03Phoenix-Hypnos.jpg	default	Battle Action	3	03Phoenix	39	Uncommon	You can force any face up dragon to help on either side of this battle.  Dragon can't already be in the battle.	Hypnos is the god of sleep.			playerNTreasureHorde
03Phoenix_p40	Ida	wyvern/03phoenix/Wyvern-03Phoenix-Ida.jpg	default	Terrain	2	03Phoenix	40	Common	Dragon loses all special abilities.	Ida is the mountain in Asia Minor on which Paris gave his fatal judgement, and the highest mountain in Crete where Zeus was reared.			playerNTreasureHorde
03Phoenix_p41	Ishtar	wyvern/03phoenix/Wyvern-03Phoenix-Ishtar.jpg	default	Action	3	03Phoenix	41	Uncommon	You may immediately replace a card in your battlefield with a card of your choice from your dragon lair discard pile.	When her husband Tammuz died, Ishtar descended into the underworld to bring him back.			playerNTreasureHorde
03Phoenix_p42	Labyrinth	wyvern/03phoenix/Wyvern-03Phoenix-Labyrinth.jpg	default	Terrain	2	03Phoenix	42	Common	The Dragon in the Labyrinth can not be replaced by choice.  The dragon can only be replaced if the owner can't legally do anything else.	Daedalus built the Labyrinth for Minos, King of Crete, as a prison for the Minotaur.			playerNTreasureHorde
