databaseId	name	imageUrl	cardBack	type	subtype	faction	unique	cost	terror	combat	arcane	investigation	skill	text	errata	restricted	cycle	packName	set	edition	loadGroupId
REV_Rev028	Infirmary	call-of-cthulhu-lcg/words-of-power/CallOfCthulhuLcg-WordsOfPower-Infirmary.jpg	default	Support	Location	Miskatonic University		2						Loyal. Disrupt: When a [Miskatonic] character you control would be destroyed, return it to your hand instead of destroying it.			Revelations	Words of Power	REV	LCG	playerNDeck
REV_Rev029	Black Dog	call-of-cthulhu-lcg/words-of-power/CallOfCthulhuLcg-WordsOfPower-BlackDog.jpg	default	Character	Monster. Creature	Shub-Niggurath		2		2			0	Fast. Willpower. Response: After an opponent commits exactly 1 character to a story, pay 1 to put Black Dog into play from your hand committed to that story. After that story resolves, if Black Dog is still in play, return it to your hand.			Revelations	Words of Power	REV	LCG	playerNDeck
REV_Rev030	Maleficium	call-of-cthulhu-lcg/words-of-power/CallOfCthulhuLcg-WordsOfPower-Maleficium.jpg	default	Event	Curse	Shub-Niggurath		3						Disrupt: When a character is committed to a story, uncommit that character. Then, attach Maleficium to that character as an Attachment support card with the text: "Attached character cannot commit to stories unless its controller pays 1."			Revelations	Words of Power	REV	LCG	playerNDeck
REV_Rev031	Sarah Van Shaw, Lodge Warden	call-of-cthulhu-lcg/words-of-power/CallOfCthulhuLcg-WordsOfPower-SarahVanShawLodgeWarden.jpg	default	Character	Lodge	Silver Twilight	*	3		1		1	2	Lodge characters gain CA if you control 1 or more Tome or Ritual cards. Response: After a character is put into play through a card effect, Sarah Van Shaw gets +2 skill until the end of the phase.			Revelations	Words of Power	REV	LCG	playerNDeck
REV_Rev032	Knight of the Eclipse	call-of-cthulhu-lcg/words-of-power/CallOfCthulhuLcg-WordsOfPower-KnightOfTheEclipse.jpg	default	Character	Independent	Silver Twilight		3		1	1	1	3	Loyal. While there is 1 or more Tome cards in play, Knight of the Eclipse gains Invulnerability and Willpower.			Revelations	Words of Power	REV	LCG	playerNDeck
REV_Rev033	Miranda Keeper, Antiquities Trader	call-of-cthulhu-lcg/words-of-power/CallOfCthulhuLcg-WordsOfPower-MirandaKeeperAntiquitiesTrader.jpg	default	Character	Criminal. Relic Hunter	Syndicate	*	2			2		3	If you control 1 or more Tome cards, Miranda Keeper gains CC. Response: After a character's skill is lowered, search the top 5 cards of your deck for a [Syndicate] support card, reveal it and put it into your hand. Then place the remaining cards on the bottom of your deck in any order. (Limit once per turn.)			Revelations	Words of Power	REV	LCG	playerNDeck
REV_Rev034	Sergeant Donnelly, Corrupt Cop	call-of-cthulhu-lcg/words-of-power/CallOfCthulhuLcg-WordsOfPower-SergeantDonnellyCorruptCop.jpg	default	Character	Government. Criminal	Syndicate	*	4		2		1	4	Action: Pay 2 to choose a non-Ancient One character committed to the same story as Sergent Donnelly. That character's skill is lowered to 0 until the end of the phase.			Revelations	Words of Power	REV	LCG	playerNDeck
REV_Rev035	O'Bannion's Ledger, Keeping Score	call-of-cthulhu-lcg/words-of-power/CallOfCthulhuLcg-WordsOfPower-OBannionsLedgerKeepingScore.jpg	default	Support	Tome. Attachment	Syndicate	*	2						Attach to a character. Characters with 0 skill committed to the same story as attached character are discarded from play.			Revelations	Words of Power	REV	LCG	playerNDeck
REV_Rev036	George Rogers, Obsessed Devotee	call-of-cthulhu-lcg/words-of-power/CallOfCthulhuLcg-WordsOfPower-GeorgeRogersObsessedDevotee.jpg	default	Character	Cultist. Relic Hunter	Yog-Sothoth	*	3		1	2		2	If you control 1 or more Tome cards, George Rogers gains CA. Response: After a player discards 2 or more cards from a deck in the same phase, search the top 5 cards of your deck for a [Yog-Sothoth] support card, reveal it and put it into your hand. Then place the remaining cards on the bottom of your deck in any order. (Limit once per turn.)			Revelations	Words of Power	REV	LCG	playerNDeck
REV_Rev037	Houngan Seydou, Remover of Obstacles	call-of-cthulhu-lcg/words-of-power/CallOfCthulhuLcg-WordsOfPower-HounganSeydouRemoverOfObstacles.jpg	default	Character	Servitor	Yog-Sothoth	*	4	1	1	2		3	Action: Pay X to choose a character without 1 or more Attachment support cards attached to it, committed to the same story as Houngan Seydou. Uncommit that character. X is equal to the skill of that character.			Revelations	Words of Power	REV	LCG	playerNDeck
REV_Rev038	Eltdown Shards, Book of Hidden Things	call-of-cthulhu-lcg/words-of-power/CallOfCthulhuLcg-WordsOfPower-EltdownShardsBookOfHiddenThings.jpg	default	Support	Tome. Attachment	Yog-Sothoth	*	2						Attach to a character. Attached character gains AA. Response: After you win an A struggle at a story where the attached character is committed, choose an opponent. Look at that opponent's hand and choose and discard 1 card from that hand.			Revelations	Words of Power	REV	LCG	playerNDeck
REV_Rev039	Library of Pergamum, Place of Ancient Wisdom	call-of-cthulhu-lcg/words-of-power/CallOfCthulhuLcg-WordsOfPower-LibraryOfPergamumPlaceOfAncientWisdom.jpg	default	Support	Library	Neutral	*	2						Disrupt: Exhaust Library of Pergamum to cancel an effect just triggered that would destroy a Tome card. Response: After a player triggers a Tome card's effect, choose 1 character and 1 story. Until the end of the phase that character gains or loses 1 C icon. Then, the chosen story gains or loses 1 C struggle until the end of the phase.			Revelations	Words of Power	REV	LCG	playerNDeck
REV_Rev040-R	Marcus Jamburg, Finder of Lost Things	call-of-cthulhu-lcg/words-of-power/CallOfCthulhuLcg-WordsOfPower-MarcusJamburgFinderOfLostThings.jpg	default	Character	Independent. Relic Hunter	Neutral	*	3			2	1	3	Toughness +1. Action: Return Marcus Jamburg to your hand to choose and put into play a support card from your discard pile.		R	Revelations	Words of Power	REV	LCG	playerNDeck
REV_Rev041	Paid Informant	call-of-cthulhu-lcg/ebla-restored/CallOfCthulhuLcg-EblaRestored-PaidInformant.jpg	default	Character	Independent	Agency		2				1	1	Action: Pay 2 and exhaust Paid Informant to choose an opponent. Until the end of the phase, that opponent must play with his hand revealed.			Revelations	Ebla Restored	REV	LCG	playerNDeck
REV_Rev042	Black Maria	call-of-cthulhu-lcg/ebla-restored/CallOfCthulhuLcg-EblaRestored-BlackMaria.jpg	default	Support	Vehicle	Agency		2						Response: After a character you control is wounded, exhaust Black Maria to choose a non-Ancient One character. That character cannot commit to stories while the Black Maria remains exhausted.			Revelations	Ebla Restored	REV	LCG	playerNDeck
REV_Rev043	Dr. Wentworth Moore, Dark Supplicant	call-of-cthulhu-lcg/ebla-restored/CallOfCthulhuLcg-EblaRestored-DrWentworthMooreDarkSupplicant.jpg	default	Character	Cultist. Scientist	Cthulhu	*	4		1	3		3	Villainous. Forced Response: After you succeed at a story where Dr. Wentworth Moore is committed, return a [Cthulhu] character from your discard pile to your hand.			Revelations	Ebla Restored	REV	LCG	playerNDeck
REV_Rev044	Cthaat Aquadingen, Things of the Water	call-of-cthulhu-lcg/ebla-restored/CallOfCthulhuLcg-EblaRestored-CthaatAquadingenThingsOfTheWater.jpg	default	Support	Tome	Cthulhu	*	3						Response: After you play a Deep One character, choose a non-Location support card. Shuffle that card into its owner's deck.			Revelations	Ebla Restored	REV	LCG	playerNDeck
REV_Rev045	The Carpathian, Tomb Raider	call-of-cthulhu-lcg/ebla-restored/CallOfCthulhuLcg-EblaRestored-TheCarpathianTombRaider.jpg	default	Character	Independent. Relic Hunter	Cthulhu	*	2		1	1		2	If you control 1 or more Tome cards, The Carpathian gains CA. Response: After a player sacrifices a character, search the top 5 cards of your deck for a [Cthulhu] support card, reveal it and put in into your hand. Then place the remaining cards on the bottom of your deck in any order. (Limit once per turn.)			Revelations	Ebla Restored	REV	LCG	playerNDeck
REV_Rev046	Alyssa Graham, Speaker to the Dead	call-of-cthulhu-lcg/ebla-restored/CallOfCthulhuLcg-EblaRestored-AlyssaGrahamSpeakerToTheDead.jpg	default	Character	Lunatic	Hastur	*	3			3		3	Disrupt: When a player would draw a card, drive Alyssa Graham insane to (choose one): discard that card, or place the top card of your discard pile on top of your deck.			Revelations	Ebla Restored	REV	LCG	playerNDeck
REV_Rev047-E	The Parlor, Where Truths are Revealed	call-of-cthulhu-lcg/ebla-restored/CallOfCthulhuLcg-EblaRestored-TheParlorWhereTruthsAreRevealed.jpg	default	Support	Location	Hastur	*	2						Each card drawn by an opponent must be revealed before it is added to that player's hand.	E		Revelations	Ebla Restored	REV	LCG	playerNDeck
REV_Rev048	Professor of Folklore	call-of-cthulhu-lcg/ebla-restored/CallOfCthulhuLcg-EblaRestored-ProfessorOfFolklore.jpg	default	Character	Faculty. Investigator	Miskatonic University		2			1	1	3	Disrupt: Pay 1 to cancel a wound to a [Miskatonic] character. If you overpaid for this effect, you may ready that character.			Revelations	Ebla Restored	REV	LCG	playerNDeck
REV_Rev049	Dr. Mya Badry, Medical Examiner	call-of-cthulhu-lcg/ebla-restored/CallOfCthulhuLcg-EblaRestored-DrMyaBadryMedicalExaminer.jpg	default	Character	Scientist. Investigator	Miskatonic University	*	3				2	2	Disrupt: When a character committed to a story is destroyed, put Dr. Mya Badry into play from your hand committed to that story. Then, if Dr. Mya Badry is still in play at the end of the phase, return her to your hand.			Revelations	Ebla Restored	REV	LCG	playerNDeck
REV_Rev050	Karin Marley, Night Witch	call-of-cthulhu-lcg/ebla-restored/CallOfCthulhuLcg-EblaRestored-KarinMarleyNightWitch.jpg	default	Character	Cultist. Relic Hunter	Shub-Niggurath	*	2	1	1			2	If you control 1 or more Tome support cards, Karin Marley gains TC. Response: After an opponent drains his last domain, search the top 5 cards of your deck for a [Shub-Niggurath] support card, reveal it and put it into your hand. Then place the remaining cards on the bottom of your deck in any order.			Revelations	Ebla Restored	REV	LCG	playerNDeck
REV_Rev051	Corrupted Midwife	call-of-cthulhu-lcg/ebla-restored/CallOfCthulhuLcg-EblaRestored-CorruptedMidwife.jpg	default	Character	Cultist. Sorcerer	Shub-Niggurath		3	2		1		2	Villainous. Action: Exhaust Corrupted Midwife to choose 1 character in your discard pile. Play that character as if it were in your hand as your next action.			Revelations	Ebla Restored	REV	LCG	playerNDeck
REV_Rev052	Book of Iod, Hostiam Sanguinis Virtus	call-of-cthulhu-lcg/ebla-restored/CallOfCthulhuLcg-EblaRestored-BookOfIodHostiamSanguinisVirtus.jpg	default	Support	Tome. Attachment	Shub-Niggurath	*	1						Attach to a character you control. Action: Exhaust Book of Iod to reveal the top 2 cards of your deck. Put one of the cards into your hand and discard the other.			Revelations	Ebla Restored	REV	LCG	playerNDeck
REV_Rev053	Lodge Defenses	call-of-cthulhu-lcg/ebla-restored/CallOfCthulhuLcg-EblaRestored-LodgeDefenses.jpg	default	Support	Attachment	Silver Twilight		1						Attach to a Location support card. Increase the cost of any effect that targets attached Location support card by 2. Response: After you sacrifice a [SilverTwilight] character, pay X to choose and return a character with cost X or lower from your discard pile to your hand.			Revelations	Ebla Restored	REV	LCG	playerNDeck
REV_Rev054	Pass Grip of a Master	call-of-cthulhu-lcg/ebla-restored/CallOfCthulhuLcg-EblaRestored-PassGripOfAMaster.jpg	default	Event		Silver Twilight		1						Action: Choose 1 character and 1 icon. Until the end of the phase, that character gains that icon. If Pass Grip of a Master was the last card in your hand, instead all [SilverTwilight] characters you control gain that icon until the end of the phase.			Revelations	Ebla Restored	REV	LCG	playerNDeck
REV_Rev055	Thomas Fleming, Financial Wizard	call-of-cthulhu-lcg/ebla-restored/CallOfCthulhuLcg-EblaRestored-ThomasFlemingFinancialWizard.jpg	default	Character	Sorcerer. Criminal	Syndicate	*	3			2	1	4	Action: Pay 1 to choose a resource attached to a domain you control. Exchange that resource with the top card of your deck.			Revelations	Ebla Restored	REV	LCG	playerNDeck
REV_Rev056	The Penthouse, Fortune's Reward	call-of-cthulhu-lcg/ebla-restored/CallOfCthulhuLcg-EblaRestored-ThePenthouseFortunesReward.jpg	default	Support	Location	Syndicate	*	2						Response: After you succeed at a story, exhaust The Penthouse to choose and refresh a domain you control.			Revelations	Ebla Restored	REV	LCG	playerNDeck
REV_Rev057	Shoshana Hatch, Warped and Warping	call-of-cthulhu-lcg/ebla-restored/CallOfCthulhuLcg-EblaRestored-ShoshanaHatchWarpedAndWarping.jpg	default	Character	Scientist. Lunatic	Yog-Sothoth	*	2			3		2	Action: Drive Shoshana Hatch insane to choose a struggle at a story she is committed to. That struggle does not resolve at this story, this phase.			Revelations	Ebla Restored	REV	LCG	playerNDeck
REV_Rev058	The Gate of The Silver Key, Convergence of Space-Time	call-of-cthulhu-lcg/ebla-restored/CallOfCthulhuLcg-EblaRestored-TheGateOfTheSilverKeyConvergenceOfSpaceTime.jpg	default	Support	Environment. Attachment	Yog-Sothoth	*	2						Attach to a story card. Forced Response: After you succeed at the attached story, put The Gate of The Silver Key on the bottom of your deck. Then, reveal the top 10 cards of a player's deck and put them back in any order.			Revelations	Ebla Restored	REV	LCG	playerNDeck
REV_Rev059	Library of Nalanda, Site of Celestial Learning	call-of-cthulhu-lcg/ebla-restored/CallOfCthulhuLcg-EblaRestored-LibraryOfNalandaSiteOfCelestialLearning.jpg	default	Support	Library	Neutral	*	2						Your characters with 1 or more attached Tome cards get +3 skill. Response: After a player triggers a Tome card's effect, choose 1 character and 1 story. Until the end of the phase that character gains or loses 1 T icon. Then the chosen story gains or loses 1 T struggle until the end of the phase.			Revelations	Ebla Restored	REV	LCG	playerNDeck
REV_Rev060	A Fortunate Accident	call-of-cthulhu-lcg/ebla-restored/CallOfCthulhuLcg-EblaRestored-AFortunateAccident.jpg	default	Event		Neutral		2						Response: After a character you control is destroyed, put a character with a cost equal to or lower than the destroyed character cost into play from your hand.			Revelations	Ebla Restored	REV	LCG	playerNDeck
REV_Rev061-E	Jenica Capra, Police Psychic	call-of-cthulhu-lcg/lost-rites/CallOfCthulhuLcg-LostRites-JenicaCapraPolicePsychic.jpg	default	Character	Government. Relic Hunter	Agency	*	2			1	1	2	If you control 1 or more Tome cards, Jenica Capra gains AI. Action: If you have no support cards in play, search the top 5 cards of your deck for an [Agency] support card, reveal it and put it into your hand. Then place the remaining cards on the bottom of your deck in any order. Limit once per turn.	E		Revelations	Lost Rites	REV	LCG	playerNDeck
REV_Rev062	Daemonolatreia, Witchhunter's Guide	call-of-cthulhu-lcg/lost-rites/CallOfCthulhuLcg-LostRites-DaemonolatreiaWitchhuntersGuide.jpg	default	Support	Tome. Attachment	Agency	*	2						Attach to a character you control. While attached character is committed to a story, opponents cannot play event cards.			Revelations	Lost Rites	REV	LCG	playerNDeck
REV_Rev063	Brother James Xavier, The Jesuit	call-of-cthulhu-lcg/lost-rites/CallOfCthulhuLcg-LostRites-BrotherJamesXavierTheJesuit.jpg	default	Character	Independent	Agency	*	4		1	1	1	2	Heroic. Willpower. Character abilities cannot be triggered while Brother James Xavier is committed to a story.			Revelations	Lost Rites	REV	LCG	playerNDeck
REV_Rev064	Descendent of Yig	call-of-cthulhu-lcg/lost-rites/CallOfCthulhuLcg-LostRites-DescendentOfYig.jpg	default	Character	Serpent	Cthulhu		4	1	2			2	Fast. Forced Response: After Descendent of Yig is destroyed, choose a player. That player must sacrifice a character.			Revelations	Lost Rites	REV	LCG	playerNDeck
REV_Rev065	The Warrens, Despair-ridden Tenement	call-of-cthulhu-lcg/lost-rites/CallOfCthulhuLcg-LostRites-TheWarrensDespairRiddenTenement.jpg	default	Support	Location	Cthulhu	*	3						Serpent characters gain TT. Action: Sacrifice a Serpent character to choose a story. Until the end of the phase that story gains:			Revelations	Lost Rites	REV	LCG	playerNDeck
REV_Rev066	Danni Devine, Mercurial and Mischievous	call-of-cthulhu-lcg/lost-rites/CallOfCthulhuLcg-LostRites-DanniDevineMercurialAndMischievous.jpg	default	Character	Cultist. Relic Hunter	Hastur	*	3	1		1		2	Villainous. If you control 1 or more Tome cards, Danni Devine gains TA. Action: If there are 2 or more insane characters in play, search the top 5 cards or your deck for a [Hastur] support card, reveal it, and put it into your hand. Then place the remaining cards on the bottom of your deck in any order. (Limit once per turn.)			Revelations	Lost Rites	REV	LCG	playerNDeck
REV_Rev067	Maureen de Garmeaux, Method Actress	call-of-cthulhu-lcg/lost-rites/CallOfCthulhuLcg-LostRites-MaureenDeGarmeauxMethodActress.jpg	default	Character	Artist. Lunatic	Hastur	*	1			1		1	Action: Pay 3 to choose a non-Ancient One character. Maureen de Garmeaux gains the skill, icons, and text box of that character until the end of the phase. If Maureen de Garmeaux is still in play at the end of the phase, she goes insane.			Revelations	Lost Rites	REV	LCG	playerNDeck
REV_Rev068	The King In Yellow Folio, Cursed Manuscript	call-of-cthulhu-lcg/lost-rites/CallOfCthulhuLcg-LostRites-TheKingInYellowFolioCursedManuscript.jpg	default	Support	Tome. Attachment	Hastur	*	2						Attach to a character. Attached character gains Fast and TT. All struggles at the story where attached character is committed become T struggles.			Revelations	Lost Rites	REV	LCG	playerNDeck
REV_Rev069	Watchful Naturalist	call-of-cthulhu-lcg/lost-rites/CallOfCthulhuLcg-LostRites-WatchfulNaturalist.jpg	default	Character	Scientist	Miskatonic University		2				1	2	Action: Pay 1 to choose an icon. Each Monster and Creature character in play loses 1 instance of that icon.			Revelations	Lost Rites	REV	LCG	playerNDeck
REV_Rev070	Combing the Archives	call-of-cthulhu-lcg/lost-rites/CallOfCthulhuLcg-LostRites-CombingTheArchives.png	default	Conspiracy		Miskatonic University		0						If you win this conspiracy, put into play under your control all Tome support cards in each player's discard pile.			Revelations	Lost Rites	REV	LCG	playerNDeck
REV_Rev071	Into The Woods	call-of-cthulhu-lcg/lost-rites/CallOfCthulhuLcg-LostRites-IntoTheWoods.png	default	Conspiracy		Shub-Niggurath		0						If you win this conspiracy, search the top 10 cards of your deck and put into play any number of characters whose total cost is 5 or less. Then shuffle the rest of the cards back into your deck.			Revelations	Lost Rites	REV	LCG	playerNDeck
REV_Rev072	Abhorrent Spore	call-of-cthulhu-lcg/lost-rites/CallOfCthulhuLcg-LostRites-AbhorrentSpore.jpg	default	Support	Attachment	Shub-Niggurath		0						Attach to a non-Ancient One character you control. Disrupt: When attached character would be destroyed, instead discard all wound tokens and attachments, including Abhorrent Spore, on attached character.			Revelations	Lost Rites	REV	LCG	playerNDeck
REV_Rev073	Lodge Neophyte	call-of-cthulhu-lcg/lost-rites/CallOfCthulhuLcg-LostRites-LodgeNeophyte.jpg	default	Character	Cultist	Silver Twilight		1			1		2	Disrupt: When a Lodge character would be destroyed, instead sacrifice Lodge Neophyte to return that character to its owner's hand.			Revelations	Lost Rites	REV	LCG	playerNDeck
REV_Rev074	O.E.S. Ring	call-of-cthulhu-lcg/lost-rites/CallOfCthulhuLcg-LostRites-OESRing.jpg	default	Support	Item. Attachment	Silver Twilight		0						Attach to a [SilverTwilight] character. Action: Pay 1 to choose a character. Attached character gains each keyword the chosen character has.			Revelations	Lost Rites	REV	LCG	playerNDeck
REV_Rev075	Fence	call-of-cthulhu-lcg/lost-rites/CallOfCthulhuLcg-LostRites-Fence.jpg	default	Character	Criminal	Syndicate		3		2	1		2	Disrupt: When an opponent's Attachment card would leave play, instead take control of that Attachment card and attach it to Fence.			Revelations	Lost Rites	REV	LCG	playerNDeck
REV_Rev076	Lookout	call-of-cthulhu-lcg/lost-rites/CallOfCthulhuLcg-LostRites-Lookout.jpg	default	Character	Independent	Syndicate		3			1	1	3	Response: After a character enters play, exhaust Lookout to exhaust that character. Until the end of the phase, treat that character as if its text box was blank.			Revelations	Lost Rites	REV	LCG	playerNDeck
REV_Rev077	Servant to the Elder Things	call-of-cthulhu-lcg/lost-rites/CallOfCthulhuLcg-LostRites-ServantToTheElderThings.jpg	default	Character	Servitor	Yog-Sothoth		2		1			1	Action: Exhaust Servant to the Elder Things to choose an opponent. If you have more than 1 card in your discard pile, that opponent must choose a card in your discard pile. Return that card to your hand.			Revelations	Lost Rites	REV	LCG	playerNDeck
REV_Rev078	Feral Elder Thing	call-of-cthulhu-lcg/lost-rites/CallOfCthulhuLcg-LostRites-FeralElderThing.jpg	default	Character	Monster. Independent	Yog-Sothoth		3	2	1			3	At the beginning of your turn, each player chooses and discards 2 cards from his hand, if able. Then, each player draws 1 card.			Revelations	Lost Rites	REV	LCG	playerNDeck
REV_Rev079	Library of Ebla, The First Library of Man	call-of-cthulhu-lcg/lost-rites/CallOfCthulhuLcg-LostRites-LibraryOfEblaTheFirstLibraryOfMan.jpg	default	Support	Library	Neutral	*	2						Action: Pay 1 to move 1 Tome card attached to a character you control to another character. Response: After a player triggers a Tome card's effect, choose 1 character and 1 story. Until the end of the phase that character gains or loses 1 I icon. Then the chosen story gains or loses 1 I struggle until the end of the phase.			Revelations	Lost Rites	REV	LCG	playerNDeck
REV_Rev080	Professor Zeus, Shrewd Archivist	call-of-cthulhu-lcg/lost-rites/CallOfCthulhuLcg-LostRites-ProfessorZeusShrewdArchivist.jpg	default	Character	Independent. Relic Hunter	Neutral	*	2				1	2	While you control 1 or more Tome support cards, Relic Hunter characters you control cannot be targeted by opponents' triggered effects. Action: Pay 1 to chose a Tome support card in your discard pile. Return that card to your hand. Then, Professor Zeus gains A and +2 skill, until the end of the phase.			Revelations	Lost Rites	REV	LCG	playerNDeck
REV_Rev081	St. Amabilis, For the Criminally Insane	call-of-cthulhu-lcg/unspeakable-pages/CallOfCthulhuLcg-UnspeakablePages-StAmabilisForTheCriminallyInsane.jpg	default	Support	Location	Agency	*	2						Response: After a character becomes insane, exhaust St. Amabilis to wound that character.			Revelations	Unspeakable Pages	REV	LCG	playerNDeck
REV_Rev082	Dr. Cornelius Rose, Criminal Profiler	call-of-cthulhu-lcg/unspeakable-pages/CallOfCthulhuLcg-UnspeakablePages-DrCorneliusRoseCriminalProfiler.jpg	default	Character	Independent. Investigator	Agency	*	3		1		2	2	Willpower. Heroic. Forced Response: After a story resolves to which both Dr. Cornelius Rose and at least 1 Villainous character are committed, ready Dr. Cornelius Rose.			Revelations	Unspeakable Pages	REV	LCG	playerNDeck
REV_Rev083-E	Padma Amrita, Cold-blooded Charmer	call-of-cthulhu-lcg/unspeakable-pages/CallOfCthulhuLcg-UnspeakablePages-PadmaAmritaColdBloodedCharmer.jpg	default	Character	Serpent. Servitor. Cultist	Cthulhu	*	5		2	2		4	Response: After Padma Amrita is destroyed, put a [Cthulhu] character into play from your hand.	E		Revelations	Unspeakable Pages	REV	LCG	playerNDeck
REV_Rev084	Urumi	call-of-cthulhu-lcg/unspeakable-pages/CallOfCthulhuLcg-UnspeakablePages-Urumi.jpg	default	Support	Weapon. Attachment	Cthulhu		2						Attach to a character. Attached character gains TC and :			Revelations	Unspeakable Pages	REV	LCG	playerNDeck
REV_Rev085	The Necronomicon, Owlswick Translation	call-of-cthulhu-lcg/unspeakable-pages/CallOfCthulhuLcg-UnspeakablePages-TheNecronomiconOwlswickTranslation.jpg	default	Support	Tome. Relic. Attachment	Cthulhu	*	2						Attach to a character you control. Shuffle all other copies of The Necronomicon back into their owners' decks. Action: Sacrifice attached character and shuffle The Necronomicon into your deck to have each player sacrifice each character with a lower cost than attached character.			Revelations	Unspeakable Pages	REV	LCG	playerNDeck
REV_Rev086	Kaleidoscope of Calyptra	call-of-cthulhu-lcg/unspeakable-pages/CallOfCthulhuLcg-UnspeakablePages-KaleidoscopeOfCalyptra.jpg	default	Character	Monster. Creature	Hastur		3	1	1			1	Characters committed to the same story as Kaleidoscope of Calyptra that would go insane are instead wounded.			Revelations	Unspeakable Pages	REV	LCG	playerNDeck
REV_Rev087	Named by the Unnameable	call-of-cthulhu-lcg/unspeakable-pages/CallOfCthulhuLcg-UnspeakablePages-NamedByTheUnnameable.jpg	default	Event		Hastur		2						Action: Choose a Lunatic character you control committed to a story. That character gains TTCA and +3 skill while it is committed to that story. At the end of the phase, if that character is still in play it goes insane.			Revelations	Unspeakable Pages	REV	LCG	playerNDeck
REV_Rev088	The Great Library of Celaeno, Knowledge from a Distant Star	call-of-cthulhu-lcg/unspeakable-pages/CallOfCthulhuLcg-UnspeakablePages-TheGreatLibraryOfCelaenoKnowledgeFromADistantStar.jpg	default	Support	Library	Miskatonic University	*	1						Response: After a player triggers an effect on a Tome card, choose and ready any number of characters with 1 or more Tome cards attached. Those characters get +3 skill until the end of the phase.			Revelations	Unspeakable Pages	REV	LCG	playerNDeck
REV_Rev089-E	Eryn Cochwyn, Disturbingly Insightful	call-of-cthulhu-lcg/unspeakable-pages/CallOfCthulhuLcg-UnspeakablePages-ErynCochwynDisturbinglyInsightful.jpg	default	Character	Independent. Lunatic	Miskatonic University	*	3			2	1	3	Action: Drive Eryn Cochwyn insane to choose a Tome card and trigger its effect without paying any costs, as if you controlled the Tome. Then, the controller of that Tome card must sacrifice it.	E		Revelations	Unspeakable Pages	REV	LCG	playerNDeck
REV_Rev090	The Necronomicon, Al Azif	call-of-cthulhu-lcg/unspeakable-pages/CallOfCthulhuLcg-UnspeakablePages-TheNecronomiconAlAzif.jpg	default	Support	Tome. Relic. Attachment	Miskatonic University	*	3						Attach to a character you control. Shuffle all other copies of The Necronomicon back into their owners' decks. Response: After you place a success token on a story at which attached character is committed, sacrifice that character and shuffle The Necronomicon back into your deck. Then, place 1 success token on each story.			Revelations	Unspeakable Pages	REV	LCG	playerNDeck
REV_Rev091	Ya-te-veo	call-of-cthulhu-lcg/unspeakable-pages/CallOfCthulhuLcg-UnspeakablePages-YaTeVeo.jpg	default	Character	Servitor. Dark Young	Shub-Niggurath		2	1	1			2	Action: Pay 1 to choose a character with skill 2 or lower committed to the same story as Ya-te-veo. Wound that character.			Revelations	Unspeakable Pages	REV	LCG	playerNDeck
REV_Rev092	The Three Bells, The Sound of the Dark	call-of-cthulhu-lcg/unspeakable-pages/CallOfCthulhuLcg-UnspeakablePages-TheThreeBellsTheSoundOfTheDark.jpg	default	Support	Artifact	Shub-Niggurath	*	1						Action: Pay 1 and exhaust The Three Bells to have each player choose and sacrifice a character. Then, place a success token on The Three Bells. Action: When The Three Bells has 3 or more success tokens on it, exhaust and sacrifice The Three Bells to put into play under your control 1 character from any player's discard pile.			Revelations	Unspeakable Pages	REV	LCG	playerNDeck
REV_Rev093	Ritual of Exclusion	call-of-cthulhu-lcg/unspeakable-pages/CallOfCthulhuLcg-UnspeakablePages-RitualOfExclusion.jpg	default	Support	Ritual	Silver Twilight		2						Response: After a character is returned to a player's hand, place a success token on Ritual of Exclusion. Action: Exhaust and discard Ritual of Exclusion to choose and return up to X character cards from your discard pile to your hand. X is equal to the number of success tokens on Ritual of Exclusion.			Revelations	Unspeakable Pages	REV	LCG	playerNDeck
REV_Rev094	Magical Theorist	call-of-cthulhu-lcg/unspeakable-pages/CallOfCthulhuLcg-UnspeakablePages-MagicalTheorist.jpg	default	Character	Independent	Silver Twilight		3			1	1	2	Lower the cost to play Ritual and Spell cards by 1 (to a minimum of 1). Action: Exhaust Magical Theorist to add X success tokens to a Ritual support card. X is equal to the number of Tome support cards in play.			Revelations	Unspeakable Pages	REV	LCG	playerNDeck
REV_Rev095	The Necronomicon, John Dee Translation	call-of-cthulhu-lcg/unspeakable-pages/CallOfCthulhuLcg-UnspeakablePages-TheNecronomiconJohnDeeTranslation.jpg	default	Support	Tome. Relic. Attachment	Silver Twilight	*	3						Attach to a character you control. Shuffle all other copies of The Necronomicon back into their owners' decks. Action: If you have fewer cards in your hand than each opponent, return attached character to your hand and shuffle The Necronomicon into your deck to have each opponent choose a character he controls and return it to his hand.			Revelations	Unspeakable Pages	REV	LCG	playerNDeck
REV_Rev096	Inside Man	call-of-cthulhu-lcg/unspeakable-pages/CallOfCthulhuLcg-UnspeakablePages-InsideMan.jpg	default	Character	Criminal	Syndicate		2				1	1	Response: After Inside Man exhausts, reveal the top 3 cards of a player's deck. Then, put those cards back on top of that deck in any order.			Revelations	Unspeakable Pages	REV	LCG	playerNDeck
REV_Rev097	On The Run	call-of-cthulhu-lcg/unspeakable-pages/CallOfCthulhuLcg-UnspeakablePages-OnTheRun.jpg	default	Event		Syndicate		3						Action: Choose a story. Characters cannot commit to that story this phase. Any characters committed to that story are uncommitted.			Revelations	Unspeakable Pages	REV	LCG	playerNDeck
